left_variant_id,right_variant_id,left_label,right_label,same_label,cosine_similarity
VAR_000625,VAR_000652,1,1,True,1.0
VAR_000626,VAR_000652,1,1,True,1.0
VAR_000652,VAR_000652,1,1,True,1.0
VAR_001053,VAR_001260,0,1,False,0.9988956252797688
VAR_004520,VAR_001053,0,0,True,0.9983468279793389
VAR_004730,VAR_000980,1,1,True,0.9966954805474332
VAR_004385,VAR_001053,1,0,False,0.9966733254437068
VAR_003706,VAR_000967,1,1,True,0.9966539782066992
VAR_004350,VAR_004351,1,1,True,0.9966408886431567
VAR_004422,VAR_004520,0,0,True,0.9952418457036666
VAR_003704,VAR_001090,1,1,True,0.9945706639274982
VAR_000619,VAR_001260,1,1,True,0.9938736465523439
VAR_000972,VAR_001014,1,1,True,0.9933663884918185
VAR_000604,VAR_004532,0,1,False,0.9926390421390408
VAR_004334,VAR_000604,0,0,True,0.9921779495341285
VAR_004335,VAR_004532,0,1,False,0.9920505310560465
VAR_000684,VAR_000967,1,1,True,0.9919148586867278
VAR_004717,VAR_001274,1,0,False,0.9916123408687448
VAR_003634,VAR_004422,0,0,True,0.9913869889940399
VAR_000955,VAR_004532,0,1,False,0.9906220895088975
VAR_001001,VAR_000604,1,0,False,0.9898296259854346
VAR_004724,VAR_003654,1,1,True,0.9890731125064677
VAR_000629,VAR_000633,1,1,True,0.9890160169349471
VAR_004548,VAR_004547,1,1,True,0.9886462170741936
VAR_004606,VAR_000684,0,1,False,0.9870306840930503
VAR_000676,VAR_003672,1,1,True,0.9865220957568499
VAR_004709,VAR_000619,0,1,False,0.9855951527779434
VAR_001003,VAR_004532,0,1,False,0.9853925226051925
VAR_000939,VAR_000934,1,1,True,0.985204215402859
VAR_000949,VAR_000948,1,1,True,0.9846031705747409
VAR_000991,VAR_001105,1,1,True,0.9840036855526735
VAR_002377,VAR_004335,0,0,True,0.983081463665992
VAR_001048,VAR_000891,0,0,True,0.982945685078209
VAR_001067,VAR_003704,1,1,True,0.9822985543760723
VAR_004575,VAR_001105,1,1,True,0.9821834102342131
