dataset,Variant_ID,Label,oof_proba,oof_pred_0_5,oof_pred_best_threshold,oof_prediction_count,label_confidence,uncertain_zone
MASTER,VAR_004060,0,0.9729290422305971,1,1,3,0.027070957769402937,False
MASTER,VAR_003316,0,0.9677279889438024,1,1,3,0.03227201105619759,False
MASTER,VAR_006585,0,0.96394752630421,1,1,3,0.03605247369579001,False
MASTER,VAR_002376,1,0.045885122659178434,0,0,3,0.045885122659178434,False
MASTER,VAR_006002,1,0.0528369793487034,0,0,3,0.0528369793487034,False
MASTER,VAR_004432,0,0.946599256413626,1,1,3,0.05340074358637403,False
MASTER,VAR_004391,0,0.942887782369689,1,1,3,0.057112217630311046,False
MASTER,VAR_006573,0,0.940219212588441,1,1,3,0.05978078741155901,False
MASTER,VAR_004581,0,0.935844775895101,1,1,3,0.06415522410489904,False
MASTER,VAR_002886,0,0.935502027098503,1,1,3,0.06449797290149695,False
MASTER,VAR_001044,0,0.9349300397831443,1,1,3,0.06506996021685574,False
MASTER,VAR_001040,0,0.9348366482815216,1,1,3,0.06516335171847842,False
MASTER,VAR_000351,0,0.9322029631240865,1,1,3,0.06779703687591354,False
MASTER,VAR_000749,0,0.9286093294345147,1,1,3,0.07139067056548531,False
MASTER,VAR_006115,0,0.927585660280358,1,1,3,0.07241433971964195,False
MASTER,VAR_003520,1,0.07622877230977874,0,0,3,0.07622877230977874,False
MASTER,VAR_003421,0,0.9236510599818836,1,1,3,0.07634894001811643,False
MASTER,VAR_004264,1,0.07946133518442848,0,0,3,0.07946133518442848,False
MASTER,VAR_006383,0,0.9190726208843397,1,1,3,0.08092737911566028,False
MASTER,VAR_000583,0,0.9178351542319426,1,1,3,0.08216484576805738,False
MASTER,VAR_001021,0,0.9174134086196623,1,1,3,0.08258659138033775,False
MASTER,VAR_002155,0,0.9165614284527512,1,1,3,0.08343857154724876,False
MASTER,VAR_004561,0,0.915028797387813,1,1,3,0.08497120261218705,False
MASTER,VAR_003529,1,0.08641665278929507,0,0,3,0.08641665278929507,False
MASTER,VAR_000360,1,0.08797838859733287,0,0,3,0.08797838859733287,False
MASTER,VAR_004144,0,0.9109481400180947,1,1,3,0.08905185998190535,False
MASTER,VAR_002516,0,0.9092623112178492,1,1,3,0.09073768878215083,False
MASTER,VAR_003707,0,0.908911840902836,1,1,3,0.09108815909716395,False
MASTER,VAR_003530,1,0.09137491284429071,0,0,3,0.09137491284429071,False
MASTER,VAR_002943,0,0.9081073576456391,1,1,3,0.0918926423543609,False
MASTER,VAR_000159,0,0.9066820101396726,1,1,3,0.09331798986032735,False
MASTER,VAR_002586,0,0.9063238285991057,1,1,3,0.09367617140089435,False
MASTER,VAR_003324,0,0.9050057192402067,1,1,3,0.09499428075979333,False
MASTER,VAR_004822,0,0.9025908818477996,1,1,3,0.09740911815220044,False
MASTER,VAR_001992,0,0.9022012846620653,1,1,3,0.09779871533793472,False
MASTER,VAR_004086,0,0.9020397242088295,1,1,3,0.0979602757911705,False
MASTER,VAR_000982,0,0.8999821329512364,1,1,3,0.10001786704876359,False
MASTER,VAR_000776,0,0.897761061034782,1,1,3,0.10223893896521796,False
MASTER,VAR_002310,1,0.10265799295926714,0,0,3,0.10265799295926714,False
MASTER,VAR_003073,0,0.8958762455524395,1,1,3,0.1041237544475605,False
MASTER,VAR_005960,0,0.8957807679542955,1,1,3,0.10421923204570449,False
MASTER,VAR_004355,0,0.8953301609817738,1,1,3,0.10466983901822624,False
MASTER,VAR_005650,0,0.8937470138515096,1,1,3,0.10625298614849044,False
MASTER,VAR_001061,0,0.8934042828168112,1,1,3,0.10659571718318883,False
MASTER,VAR_000506,1,0.10691048447085456,0,0,3,0.10691048447085456,False
MASTER,VAR_004093,0,0.8925515176374194,1,1,3,0.10744848236258064,False
MASTER,VAR_003422,0,0.8924417922960356,1,1,3,0.1075582077039644,False
MASTER,VAR_006136,0,0.8924307408394166,1,1,3,0.10756925916058335,False
MASTER,VAR_002744,0,0.8916756961992389,1,1,3,0.10832430380076108,False
MASTER,VAR_002346,0,0.8916297107290769,1,1,3,0.10837028927092307,False
MASTER,VAR_003539,0,0.8912853626441404,1,1,3,0.10871463735585962,False
MASTER,VAR_002207,0,0.8911118035548015,1,1,3,0.10888819644519854,False
MASTER,VAR_005934,0,0.8896858391435929,1,1,3,0.1103141608564071,False
MASTER,VAR_001027,0,0.8894260493922094,1,1,3,0.11057395060779063,False
MASTER,VAR_002186,0,0.8875841821008189,1,1,3,0.11241581789918109,False
MASTER,VAR_002163,0,0.887345379972329,1,1,3,0.11265462002767102,False
MASTER,VAR_005970,0,0.886520706589783,1,1,3,0.11347929341021701,False
MASTER,VAR_006431,0,0.8845753986430177,1,1,3,0.11542460135698229,False
MASTER,VAR_004578,0,0.8845441391268641,1,1,3,0.11545586087313586,False
MASTER,VAR_006333,0,0.8835649847293311,1,1,3,0.1164350152706689,False
MASTER,VAR_003896,0,0.8833638267092511,1,1,3,0.11663617329074893,False
MASTER,VAR_003086,0,0.8830405420402333,1,1,3,0.1169594579597667,False
MASTER,VAR_004291,1,0.11706395030525896,0,0,3,0.11706395030525896,False
MASTER,VAR_004489,0,0.8824277092750598,1,1,3,0.11757229072494024,False
MASTER,VAR_001991,0,0.8804973881937119,1,1,3,0.11950261180628807,False
MASTER,VAR_002042,1,0.11962694866833258,0,0,3,0.11962694866833258,False
MASTER,VAR_002488,1,0.12093718162474791,0,0,3,0.12093718162474791,False
MASTER,VAR_000879,0,0.878536621121151,1,1,3,0.12146337887884895,False
MASTER,VAR_005259,0,0.8779020283051676,1,1,3,0.12209797169483239,False
MASTER,VAR_003568,0,0.8768967602832666,1,1,3,0.12310323971673343,False
MASTER,VAR_001709,0,0.8762751251179814,1,1,3,0.12372487488201855,False
MASTER,VAR_001710,0,0.8755560649237909,1,1,3,0.1244439350762091,False
MASTER,VAR_006575,0,0.8750620252571055,1,1,3,0.12493797474289448,False
MASTER,VAR_006430,0,0.8744807292931546,1,1,3,0.12551927070684543,False
MASTER,VAR_003155,0,0.8744160769630559,1,1,3,0.1255839230369441,False
MASTER,VAR_003841,0,0.8734643469844245,1,1,3,0.12653565301557546,False
MASTER,VAR_004289,1,0.12735021338308547,0,0,3,0.12735021338308547,False
MASTER,VAR_000215,1,0.12773560506967915,0,0,3,0.12773560506967915,False
MASTER,VAR_002885,0,0.8716319268940933,1,1,3,0.1283680731059067,False
MASTER,VAR_003067,0,0.8703313870733259,1,1,3,0.1296686129266741,False
MASTER,VAR_002726,0,0.869753736124307,1,1,3,0.13024626387569305,False
MASTER,VAR_006332,0,0.8690314669907734,1,1,3,0.13096853300922662,False
MASTER,VAR_001687,0,0.8681796912758912,1,1,3,0.13182030872410877,False
MASTER,VAR_001038,0,0.867496430778537,1,1,3,0.132503569221463,False
MASTER,VAR_000118,0,0.865507327936463,1,1,3,0.134492672063537,False
MASTER,VAR_002974,0,0.8655000637132408,1,1,3,0.13449993628675916,False
MASTER,VAR_006199,0,0.8643300851800394,1,1,3,0.1356699148199606,False
MASTER,VAR_000488,1,0.13710495991061125,0,0,3,0.13710495991061125,False
MASTER,VAR_002849,0,0.8627456208146286,1,1,3,0.13725437918537142,False
MASTER,VAR_000280,1,0.13781081737339898,0,0,3,0.13781081737339898,False
MASTER,VAR_000245,1,0.1390078048491318,0,0,3,0.1390078048491318,False
MASTER,VAR_006429,0,0.8596493942179321,1,1,3,0.14035060578206793,False
MASTER,VAR_006001,1,0.14397209803029817,0,0,3,0.14397209803029817,False
MASTER,VAR_002475,1,0.1448031551127055,0,0,3,0.1448031551127055,False
MASTER,VAR_005688,0,0.8534365178265441,1,1,3,0.14656348217345594,False
MASTER,VAR_001976,1,0.14657336116099218,0,0,3,0.14657336116099218,False
MASTER,VAR_003313,0,0.8522735543756536,1,1,3,0.14772644562434645,False
MASTER,VAR_000396,1,0.1500574677378382,0,0,3,0.1500574677378382,False
MASTER,VAR_004461,1,0.15024305436052435,0,0,3,0.15024305436052435,False
MASTER,VAR_003893,0,0.8453375272208169,1,1,3,0.1546624727791831,False
MASTER,VAR_000404,0,0.8448334184787821,1,1,3,0.15516658152121787,False
MASTER,VAR_003030,1,0.15620256203016905,0,0,3,0.15620256203016905,False
MASTER,VAR_000423,0,0.8434324566968366,1,1,3,0.15656754330316336,False
MASTER,VAR_006556,1,0.15673247116915281,0,0,3,0.15673247116915281,False
MASTER,VAR_000584,0,0.842406908290143,1,1,3,0.15759309170985702,False
MASTER,VAR_005424,0,0.8422166020541235,1,1,3,0.15778339794587648,False
MASTER,VAR_000675,0,0.8405476820371361,1,1,3,0.15945231796286385,False
MASTER,VAR_006197,0,0.8404528945791588,1,1,3,0.15954710542084116,False
MASTER,VAR_003512,0,0.8393608011731192,1,1,3,0.16063919882688082,False
MASTER,VAR_001690,0,0.8389910464767946,1,1,3,0.16100895352320543,False
MASTER,VAR_003381,0,0.838516897584949,1,1,3,0.16148310241505104,False
MASTER,VAR_000441,0,0.8373143181722882,1,1,3,0.16268568182771181,False
MASTER,VAR_001915,0,0.8360466825203682,1,1,3,0.16395331747963182,False
MASTER,VAR_004929,0,0.8345497768232928,1,1,3,0.1654502231767072,False
MASTER,VAR_006157,0,0.8344589718796684,1,1,3,0.16554102812033156,False
MASTER,VAR_003001,0,0.8323434061338291,1,1,3,0.16765659386617093,False
MASTER,VAR_000197,0,0.8303524372635221,1,1,3,0.16964756273647785,False
MASTER,VAR_001820,1,0.17049897720379562,0,0,3,0.17049897720379562,False
MASTER,VAR_004216,0,0.8278837752108865,1,1,3,0.17211622478911348,False
MASTER,VAR_003368,0,0.8256240736592643,1,1,3,0.17437592634073573,False
MASTER,VAR_003761,0,0.8239676915876237,1,1,3,0.17603230841237627,False
MASTER,VAR_003340,0,0.8237810743876232,1,1,3,0.17621892561237684,False
MASTER,VAR_005913,0,0.822291894391244,1,1,3,0.17770810560875605,False
MASTER,VAR_002594,1,0.17776295118552743,0,0,3,0.17776295118552743,False
MASTER,VAR_000831,0,0.8216869121308873,1,1,3,0.1783130878691127,False
MASTER,VAR_003692,1,0.18280395384452816,0,0,3,0.18280395384452816,False
MASTER,VAR_006160,0,0.8165863032721631,1,1,3,0.18341369672783692,False
MASTER,VAR_005941,0,0.8162016021445545,1,1,3,0.1837983978554455,False
MASTER,VAR_006060,0,0.8144072835299899,1,1,3,0.18559271647001008,False
MASTER,VAR_004817,0,0.813901051430569,1,1,3,0.186098948569431,False
MASTER,VAR_003914,0,0.8136996315486921,1,1,3,0.18630036845130793,False
MASTER,VAR_001683,0,0.8135997295248174,1,1,3,0.1864002704751826,False
MASTER,VAR_006041,0,0.8124656413993131,1,1,3,0.1875343586006869,False
MASTER,VAR_002920,0,0.8047668181693481,1,1,3,0.19523318183065186,False
MASTER,VAR_000075,0,0.804071489841592,1,1,3,0.19592851015840795,False
MASTER,VAR_002773,0,0.8030867338204407,1,1,3,0.1969132661795593,False
MASTER,VAR_003992,0,0.802152776412859,1,1,3,0.19784722358714102,False
MASTER,VAR_001662,0,0.801808668528338,1,1,3,0.198191331471662,False
MASTER,VAR_000846,0,0.8016290986894673,1,1,3,0.1983709013105327,False
MASTER,VAR_002728,0,0.8000459401830747,1,1,3,0.19995405981692527,False
MASTER,VAR_004952,0,0.7996271186918514,1,1,3,0.20037288130814856,False
MASTER,VAR_004321,1,0.20064996619417155,0,0,3,0.20064996619417155,False
MASTER,VAR_000209,1,0.20254308852616662,0,0,3,0.20254308852616662,False
MASTER,VAR_005425,0,0.7971591158563088,1,1,3,0.20284088414369117,False
MASTER,VAR_006133,0,0.7968494356091324,1,1,3,0.20315056439086765,False
MASTER,VAR_005395,0,0.7963591177718413,1,1,3,0.20364088222815868,False
MASTER,VAR_003635,0,0.7938369537575038,1,1,3,0.20616304624249615,False
MASTER,VAR_001092,0,0.7891986888868164,1,1,3,0.21080131111318356,False
MASTER,VAR_004913,0,0.7861780258687211,1,1,3,0.2138219741312789,False
MASTER,VAR_003168,1,0.2148160815504816,0,0,3,0.2148160815504816,False
MASTER,VAR_002998,1,0.21595807122240832,0,0,3,0.21595807122240832,False
MASTER,VAR_003331,0,0.7838398128595555,1,1,3,0.2161601871404445,False
MASTER,VAR_001854,0,0.7833906084517164,1,1,3,0.21660939154828363,False
MASTER,VAR_004287,1,0.21773683314731307,0,0,3,0.21773683314731307,False
MASTER,VAR_006404,0,0.7815404876907467,1,1,3,0.2184595123092533,False
MASTER,VAR_005598,0,0.7811285480401654,1,1,3,0.2188714519598346,False
MASTER,VAR_002989,1,0.2189035889780313,0,0,3,0.2189035889780313,False
MASTER,VAR_005172,0,0.779356713742838,1,1,3,0.220643286257162,False
MASTER,VAR_003683,0,0.7793517729863083,1,1,3,0.2206482270136917,False
MASTER,VAR_003913,0,0.7789524276415655,1,1,3,0.22104757235843453,False
MASTER,VAR_003166,0,0.777509757423414,1,1,3,0.222490242576586,False
MASTER,VAR_001430,0,0.7711354059425192,1,1,3,0.22886459405748083,False
MASTER,VAR_000706,1,0.22975954810168311,0,0,3,0.22975954810168311,False
MASTER,VAR_001615,0,0.7690244673066537,1,1,3,0.23097553269334625,False
MASTER,VAR_003253,0,0.7687059097892517,1,1,3,0.23129409021074832,False
MASTER,VAR_003016,0,0.7661820914842927,1,1,3,0.23381790851570727,False
MASTER,VAR_004410,0,0.7656183204373738,1,1,3,0.23438167956262623,False
MASTER,VAR_006537,0,0.7655666474372255,1,1,3,0.23443335256277453,False
MASTER,VAR_000558,0,0.7654707999735143,1,1,3,0.2345292000264857,False
MASTER,VAR_001287,1,0.23474464661854363,0,0,3,0.23474464661854363,False
MASTER,VAR_005729,1,0.2348905882927097,0,0,3,0.2348905882927097,False
MASTER,VAR_001139,0,0.7621274334466309,1,1,3,0.23787256655336908,False
MASTER,VAR_000344,0,0.7620573926315334,1,1,3,0.23794260736846662,False
MASTER,VAR_002713,0,0.761337072676246,1,1,3,0.23866292732375405,False
MASTER,VAR_002597,0,0.7610312936035027,1,1,3,0.23896870639649725,False
MASTER,VAR_002229,0,0.7608503919595849,1,1,3,0.23914960804041507,False
MASTER,VAR_001540,0,0.7604103437294603,1,1,3,0.23958965627053974,False
MASTER,VAR_003312,0,0.7582114439993598,1,1,3,0.2417885560006402,False
MASTER,VAR_000102,0,0.7565247941192377,1,1,3,0.24347520588076232,False
MASTER,VAR_005636,1,0.24398531633224355,0,0,3,0.24398531633224355,False
MASTER,VAR_005115,0,0.7544110530444014,1,1,3,0.24558894695559863,False
MASTER,VAR_002604,1,0.2458672189054328,0,0,3,0.2458672189054328,False
MASTER,VAR_005051,0,0.7489600405696711,1,1,3,0.25103995943032886,False
MASTER,VAR_001861,0,0.7443626550828789,1,1,3,0.2556373449171211,False
MASTER,VAR_003887,0,0.7420144823486922,1,1,3,0.25798551765130784,False
MASTER,VAR_003051,0,0.7408904957191581,1,1,3,0.2591095042808419,False
MASTER,VAR_001750,1,0.26010513961750786,0,0,3,0.26010513961750786,False
MASTER,VAR_004364,0,0.7397442779167361,1,1,3,0.26025572208326386,False
MASTER,VAR_006596,1,0.2603078863208242,0,0,3,0.2603078863208242,False
MASTER,VAR_004369,0,0.736190279888976,1,1,3,0.263809720111024,False
MASTER,VAR_003449,0,0.7359984656215682,1,1,3,0.26400153437843177,False
MASTER,VAR_006407,0,0.7355376193843218,1,1,3,0.26446238061567817,False
MASTER,VAR_002951,0,0.7349174705494012,1,1,3,0.26508252945059885,False
MASTER,VAR_001813,0,0.7334960155316649,1,1,3,0.2665039844683351,False
MASTER,VAR_001751,1,0.26729767972583174,0,0,3,0.26729767972583174,False
MASTER,VAR_001438,1,0.26842708660182285,0,0,3,0.26842708660182285,False
MASTER,VAR_005969,0,0.7308822681654954,1,1,3,0.2691177318345046,False
MASTER,VAR_001584,1,0.269897974903932,0,0,3,0.269897974903932,False
MASTER,VAR_004453,0,0.729809314221041,1,1,3,0.270190685778959,False
MASTER,VAR_000865,1,0.27076709783014435,0,0,3,0.27076709783014435,False
MASTER,VAR_000009,1,0.2708392744308081,0,0,3,0.2708392744308081,False
MASTER,VAR_002029,0,0.7288894176074986,1,1,3,0.2711105823925014,False
MASTER,VAR_001766,1,0.27161566009453547,0,0,3,0.27161566009453547,False
MASTER,VAR_004298,1,0.27267097768683274,0,0,3,0.27267097768683274,False
MASTER,VAR_000485,1,0.2729174646021664,0,0,3,0.2729174646021664,False
MASTER,VAR_004302,1,0.2776762519113502,0,0,3,0.2776762519113502,False
MASTER,VAR_005881,0,0.7211559156538522,1,1,3,0.2788440843461478,False
MASTER,VAR_004156,0,0.7207061275866126,1,1,3,0.27929387241338743,False
MASTER,VAR_002382,0,0.7203944762832242,1,1,3,0.27960552371677583,False
MASTER,VAR_006511,0,0.7202958520244297,1,1,3,0.2797041479755703,False
MASTER,VAR_003047,0,0.7182647170970929,1,1,3,0.28173528290290706,False
MASTER,VAR_001600,0,0.7179951752432725,1,1,3,0.2820048247567275,False
MASTER,VAR_004344,0,0.7169489361583651,1,1,3,0.2830510638416349,False
MASTER,VAR_005644,1,0.2838937698862816,0,0,3,0.2838937698862816,False
MASTER,VAR_000438,0,0.7155022779279357,1,1,3,0.28449772207206425,False
MASTER,VAR_005202,0,0.7154342845333369,1,1,3,0.2845657154666631,False
MASTER,VAR_002969,0,0.712862405438425,1,1,3,0.28713759456157495,False
MASTER,VAR_004117,0,0.7107465116640141,1,1,3,0.28925348833598585,False
MASTER,VAR_002683,1,0.2907931749535296,0,0,3,0.2907931749535296,False
MASTER,VAR_006091,1,0.2918725583388448,0,0,3,0.2918725583388448,False
MASTER,VAR_000047,0,0.707099747534485,1,1,3,0.292900252465515,False
MASTER,VAR_000484,1,0.2934715931494713,0,0,3,0.2934715931494713,False
MASTER,VAR_004372,0,0.7055116822547792,1,1,3,0.2944883177452208,False
MASTER,VAR_001723,0,0.7012744254946798,1,1,3,0.2987255745053202,False
MASTER,VAR_000250,1,0.29922884794250937,0,0,3,0.29922884794250937,False
MASTER,VAR_001845,0,0.6997896226494099,1,1,3,0.3002103773505901,False
MASTER,VAR_001414,1,0.3016083152037939,0,0,3,0.3016083152037939,False
MASTER,VAR_001319,0,0.6977030264843708,1,1,3,0.30229697351562923,False
MASTER,VAR_003507,0,0.696905667661048,1,1,3,0.303094332338952,False
MASTER,VAR_003528,0,0.6957931869638992,1,1,3,0.30420681303610075,False
MASTER,VAR_004320,1,0.30433594764760624,0,0,3,0.30433594764760624,False
MASTER,VAR_004155,0,0.6928877408525724,1,1,3,0.30711225914742757,False
MASTER,VAR_002611,0,0.691414657957127,1,1,3,0.308585342042873,False
