left_variant_id,right_variant_id,left_label,right_label,same_label,cosine_similarity
VAR_003238,VAR_003234,1,0,False,1.0
VAR_003241,VAR_003234,1,0,False,1.0
VAR_003234,VAR_003234,0,0,True,1.0
VAR_003237,VAR_003234,1,0,False,1.0
VAR_003225,VAR_003234,0,0,True,1.0
VAR_002817,VAR_003006,0,1,False,0.9989292958654156
VAR_002735,VAR_003005,1,1,True,0.9985065130023643
VAR_003174,VAR_002735,1,1,True,0.9983888112473073
VAR_002673,VAR_003174,1,1,True,0.9983603465985509
VAR_003120,VAR_002989,1,1,True,0.998325453614312
VAR_002647,VAR_003007,0,1,False,0.9983211720601451
VAR_002629,VAR_003005,1,1,True,0.9983095020998811
VAR_002705,VAR_002831,1,1,True,0.9980675735423288
VAR_002592,VAR_002673,1,1,True,0.9979204853793434
VAR_002808,VAR_002673,1,1,True,0.9967933725312575
VAR_003026,VAR_002592,1,1,True,0.9966941517662112
VAR_002940,VAR_002808,1,1,True,0.9960410129690139
VAR_002990,VAR_003010,1,1,True,0.9959917660762833
VAR_002879,VAR_003010,1,1,True,0.9958864930186739
VAR_003173,VAR_002879,1,1,True,0.9953135391663487
VAR_003119,VAR_002735,1,1,True,0.9951777736079833
VAR_002800,VAR_002735,1,1,True,0.9941811734717864
VAR_002784,VAR_003006,1,1,True,0.9932944363403183
VAR_003059,VAR_003120,1,1,True,0.9931495132152789
VAR_002603,VAR_003010,1,1,True,0.9927660563947496
VAR_002598,VAR_002839,1,1,True,0.9926555254925086
VAR_002600,VAR_002839,1,1,True,0.9918913537437944
VAR_003044,VAR_002676,1,1,True,0.9912521736106046
VAR_003042,VAR_003043,1,1,True,0.9912486570812001
VAR_002740,VAR_002784,1,1,True,0.9907972372799523
VAR_002576,VAR_002629,1,1,True,0.9906420836174532
VAR_002998,VAR_002629,1,1,True,0.9900844654242535
VAR_002755,VAR_002705,1,1,True,0.989958985125629
VAR_002883,VAR_002884,1,1,True,0.9892311088279231
VAR_002617,VAR_002839,1,1,True,0.9891187354071733
VAR_002939,VAR_003150,1,1,True,0.9885899258812612
VAR_002692,VAR_003152,1,1,True,0.9883825969710911
VAR_002795,VAR_003120,1,1,True,0.9879527293651849
VAR_002746,VAR_003117,1,1,True,0.9872554514326076
VAR_002691,VAR_003037,1,1,True,0.9871923203710525
VAR_002577,VAR_003026,1,1,True,0.9871031574471262
VAR_002565,VAR_003158,1,1,True,0.9870740152834988
VAR_002977,VAR_003238,1,1,True,0.9869989445394101
VAR_002796,VAR_002977,1,1,True,0.9869013151715004
VAR_002584,VAR_002691,1,1,True,0.9868718668288872
VAR_003070,VAR_002740,1,1,True,0.9864726109359274
VAR_002826,VAR_003120,1,1,True,0.9862005364249363
VAR_003190,VAR_003117,1,1,True,0.9857183099760238
VAR_003000,VAR_003042,1,1,True,0.9855041029181677
VAR_002984,VAR_002588,1,1,True,0.9854091987485378
VAR_002552,VAR_002784,0,1,False,0.9852458562445415
VAR_002768,VAR_002855,1,1,True,0.9850176082759645
VAR_002828,VAR_002705,1,1,True,0.984858129349466
VAR_002722,VAR_002740,1,1,True,0.9845364421512776
VAR_002707,VAR_002676,1,1,True,0.9843994667259472
VAR_002679,VAR_002691,1,1,True,0.9839408185849926
VAR_002607,VAR_002768,1,1,True,0.9838386026151975
VAR_002809,VAR_002600,1,1,True,0.9838167928804173
VAR_003062,VAR_002933,1,0,False,0.9834940842277141
VAR_002904,VAR_002692,1,1,True,0.9834562696760468
VAR_002873,VAR_002884,1,1,True,0.983042106027833
VAR_002757,VAR_002992,1,1,True,0.9828475249753673
VAR_003151,VAR_002795,1,1,True,0.9827880094947088
VAR_003143,VAR_002684,1,1,True,0.9825227212151009
VAR_002925,VAR_002673,1,1,True,0.9823404450641943
VAR_002993,VAR_002904,1,1,True,0.9821709105649618
VAR_002903,VAR_002552,1,0,False,0.9819161572585714
VAR_002790,VAR_002768,1,1,True,0.9811830105208836
VAR_002593,VAR_003119,0,1,False,0.9811435487616472
VAR_003090,VAR_002992,1,1,True,0.9807358951924654
VAR_002587,VAR_002684,1,1,True,0.9807062851568361
VAR_002966,VAR_003062,0,1,False,0.980392042623809
VAR_003103,VAR_002795,0,1,False,0.9803431099962465
VAR_003027,VAR_003044,1,1,True,0.9803061788388818
VAR_002559,VAR_002587,1,1,True,0.9798287586959957
VAR_002870,VAR_003150,1,1,True,0.9792909867317319
VAR_003137,VAR_002939,1,1,True,0.9790598572365145
VAR_002853,VAR_002748,1,1,True,0.9786351405235452
VAR_003008,VAR_002765,0,1,False,0.978507769527656
VAR_002616,VAR_002746,1,1,True,0.9783138270170034
VAR_002896,VAR_002600,1,1,True,0.9780404410884048
VAR_002759,VAR_002760,1,1,True,0.977902761413138
VAR_003012,VAR_003011,1,1,True,0.9779023037288747
VAR_003187,VAR_002984,1,1,True,0.9771328317471231
VAR_002900,VAR_003156,1,0,False,0.9769811593394463
VAR_003144,VAR_002760,1,1,True,0.9769111011915619
VAR_003136,VAR_002588,1,1,True,0.9767036662546249
VAR_002669,VAR_002990,1,1,True,0.9761803130416254
VAR_002932,VAR_003093,1,1,True,0.9756324092104167
VAR_002619,VAR_003027,1,1,True,0.9755383624726569
VAR_002626,VAR_003000,1,1,True,0.9754923866681594
VAR_002620,VAR_002679,1,1,True,0.9753309738537077
VAR_002628,VAR_002896,1,1,True,0.9752832887230967
VAR_002941,VAR_002587,1,1,True,0.9750014733556653
VAR_002639,VAR_002768,1,1,True,0.974999514191419
VAR_002858,VAR_002759,1,1,True,0.9746893439889579
VAR_002754,VAR_002909,0,1,False,0.9741909114845895
VAR_002813,VAR_002587,1,1,True,0.9736384716078753
VAR_002729,VAR_002881,0,1,False,0.9724120856688724
VAR_003082,VAR_003144,1,1,True,0.971668090980119
