dataset,Variant_ID,Label,oof_proba,oof_pred_0_5,oof_pred_best_threshold,oof_prediction_count,label_confidence,uncertain_zone
PAH,VAR_002978,0,0.967748248767775,1,1,3,0.03225175123222501,False
PAH,VAR_002693,0,0.950872709133284,1,1,3,0.04912729086671597,False
PAH,VAR_002647,0,0.9178403665633995,1,1,3,0.08215963343660049,False
PAH,VAR_002857,0,0.913163407119518,1,1,3,0.08683659288048196,False
PAH,VAR_002995,0,0.9119762756686924,1,1,3,0.08802372433130756,False
PAH,VAR_002586,0,0.9098043828253672,1,1,3,0.09019561717463276,False
PAH,VAR_003057,0,0.9070498444360785,1,1,3,0.0929501555639215,False
PAH,VAR_003008,0,0.9033691883885356,1,1,3,0.09663081161146436,False
PAH,VAR_002741,0,0.8988009616574484,1,1,3,0.10119903834255162,False
PAH,VAR_002860,0,0.8906458803388131,1,1,3,0.10935411966118691,False
PAH,VAR_002729,0,0.877945418217812,1,1,3,0.12205458178218798,False
PAH,VAR_002554,0,0.8728487139244777,1,1,3,0.12715128607552229,False
PAH,VAR_003072,0,0.8625203726121304,1,1,3,0.13747962738786956,False
PAH,VAR_002886,0,0.8374884316038367,1,1,3,0.16251156839616332,False
PAH,VAR_003030,1,0.16396003936551656,0,0,3,0.16396003936551656,False
PAH,VAR_002951,0,0.8226767940863358,1,1,3,0.17732320591366424,False
PAH,VAR_002776,0,0.8118427646419665,1,1,3,0.18815723535803353,False
PAH,VAR_002654,0,0.7984311974906538,1,1,3,0.20156880250934617,False
PAH,VAR_003202,0,0.7935926295327711,1,1,3,0.2064073704672289,False
PAH,VAR_003061,0,0.7916355712842514,1,1,3,0.20836442871574856,False
PAH,VAR_002556,0,0.7900514753880913,1,1,3,0.20994852461190872,False
PAH,VAR_003241,1,0.21534972721600867,0,0,3,0.21534972721600867,False
PAH,VAR_002966,0,0.7822477943541992,1,1,3,0.21775220564580078,False
PAH,VAR_003023,0,0.780700366109493,1,1,3,0.219299633890507,False
PAH,VAR_002728,0,0.7672513764710994,1,1,3,0.23274862352890058,False
PAH,VAR_002548,0,0.7622149930668284,1,1,3,0.23778500693317162,False
PAH,VAR_003237,1,0.24315272119773335,0,0,3,0.24315272119773335,False
PAH,VAR_003238,1,0.27379514498654134,0,0,3,0.27379514498654134,False
PAH,VAR_003212,0,0.7185546723531598,1,1,3,0.28144532764684016,False
PAH,VAR_002593,0,0.7107445317113733,1,1,3,0.2892554682886267,False
